,Emotion,URLs,color
123,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1-9AuBT3l0aHjpZZjOa_0VPuzhW5XVx_g77nT4chGMjs9-GjnEkIKKz1825c&s,"(249, 246, 246)"
124,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3EmtDURUrD1RIpy198GRjXNP2gw2Y-uu32EHJDwMdDWk_3JtvCtOUm-AKpQ&s,"(136, 86, 71)"
125,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8d6P3nu8a7Zj-HDpWhqWLm2Algzs9wHFlZTwSS2Dzt8e_rp7wQR6lyu0cInc&s,"(14, 14, 14)"
126,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP4tZQE7Ot3DKXw6QE8jrYjcYvAbxif3f-We0W_cuLFieDMrxN87-JCM2URVU&s,"(112, 73, 33)"
127,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHS1dhoIGvRuCdmz3VeT7osDqBi9D_wuMZH8RU1rPLhq3CZA-d3MugBlDznA&s,"(244, 200, 195)"
128,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHcs-E5Ms0zwPhgMinNFEr3gr3dRBboBqrHLPZHPSRhf3M1wSSRZSFtuBT6A&s,"(4, 4, 4)"
129,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0-jBV0cUns-2vYPKU8WrD1gWLXVuXyO9cCgk5QAG7oSxfqFf2uSl8iUsqzQ&s,"(61, 35, 34)"
130,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTk4chRXlvSR0-3BSBQMXAitsUVCXRlos3mJONU8MQ8mL4pC3_YgWTeH7WP_A&s,"(135, 88, 71)"
131,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8xk7rSXtAS6r6Tux7Qg4uRaz7XomUgu1_qeYHxiivR8U5_2fN4bjKXHGkrEE&s,"(169, 140, 131)"
132,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6cppdGDJDzEdXfwE9sccqgY2oZh5E-xeqWN2_G5zZ_JJ1MeO3qMNxQNpY5g&s,"(202, 206, 209)"
133,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyrz6GvYwiTBZKr2bQuyZB2CAVdxwgwTL5KfeK0xUcFgPNg9rQAJISJsGM_w&s,"(214, 222, 218)"
134,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqIw6wrk_gmQxXLm14h2MFQ2vCt_8EgkWR6XltJGf64LVM9YlbOi8KskMmVqw&s,"(51, 157, 235)"
135,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvyr7HWKW7_Wnlz24PSZT5kLWncKq6ImYnEb_FUWMIqtUEB7jwLEDa1kqHYQ&s,"(61, 31, 32)"
136,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqwTSAIDMI810HFaChCDVC-mAqz9qltH08BFVXkdjK1f_l38aKg2NHYO0ZWcE&s,"(52, 50, 64)"
137,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlQuYvZTscTgS99Y4rB8oMtAyIL-XK5ic9gW670YH2FRqMPr4a5EJ5fj6ZaHc&s,"(101, 174, 210)"
138,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtbh8VcL-INxn8FwqOxeBfF4rcmLvZqsiHl1ihjisj4rMDlwR0iVgoMp7zTg&s,"(69, 31, 32)"
139,dumbstruck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkK6GBcrUsDjTVQlU2_aYwTYN7CEBeQyAmNZBOZJ2dhvu7GI7rMPdBRoPoTPE&s,"(180, 173, 177)"
140,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTABeBO1b2fHbmbApgihEO8D2r8l_IR5W8TxU2XD4lpZYsSLgnnQKlJ1sSDwg&s,"(193, 32, 54)"
141,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZcdEYiMHp7TGd6UmkP7b55GxmSo28NTTS1WfXe2OQ5nbAJgKoDlW2cMi1vg&s,"(55, 37, 43)"
142,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoz_cHKkUH0fTNFIQBdA8q6zNJU-n9i0smPdmLT71s-UV-hrdi3zjYgOBncg&s,"(129, 6, 8)"
143,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTXdsm4X95eLSfpvW3dGPaYcJk6zd6pRBMumXdRz0eRokJ44PEpm8aTVSX_DE&s,"(22, 19, 21)"
144,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlkV8smh6yktyvrp8ZtAt6MLDoy9xZFOcqTqPTxO3RQ9DDLqfVm4Gw0Xvm0i4&s,"(59, 37, 67)"
145,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiPTH2gHBWlMw7qG3YFZqwrJfxSk66PjDGhcgYQGGT7j5cBP4LGTLwQsojooc&s,"(22, 26, 32)"
146,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ06y8zlbg7norz8prM2oRi7jmgT_gzasogmK8K3fshW8sEXG4A3iYxvN_acZA&s,"(211, 4, 4)"
147,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjaPt_f-kDooZv3GljKw84BF0gep5bEnDAy-t5t6Pi8MPtlevePCFWwRIAB88&s,"(190, 171, 167)"
148,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxOOD1a3ka4SUN6JrRoCNsT_RXoM10-J6TzE5RzeZgUSG0ZhzviCdD5GgWDJ4&s,"(49, 40, 46)"
149,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQB2wwDrQxD2D6yFoN-LzP76gvj2WudwrbnvX5qfrpcABAS3yVg--vGjbmMMs8&s,"(102, 38, 39)"
150,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKrCk512adYD6Gq-EO4-Gi4SA3K6Tx9TBw2VU74qFb2dpBrY8Y379xIf9og_Y&s,"(230, 205, 204)"
151,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUHK2EEY-mSOZlIQKWE5IN5FXKCT1yUVQW-btaFnlYkYo-Iyb5qIYvQMHr7r0&s,"(64, 49, 46)"
152,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMpz5fc0GquX0ZtSMU9Wdzu1D7JZ-CqnokE2mRTnV6KOAT8NQ-4enaJ2JeoOE&s,"(190, 34, 64)"
153,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjJfYfqRG_-uvmzUa86FrG9zF3d3SYnaD_ag179pmjDBb3LKKu7MtKpXJxbg&s,"(52, 32, 21)"
154,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4JobRgsAVD2CItnVRVhzVdzo2WGrcyDr9cw3d2l2Mify0qFiKEgJ4MHqVX2c&s,"(232, 141, 143)"
155,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0eBs8EHYYW6DYLOni21pNKQhiV0QMONDCEqYbFptYcLRCw0n8cekBmmpU_8E&s,"(35, 17, 13)"
156,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQreTZ4n9X93XkqU-ZfCc2Qy1SkUGEP5x6Kig_ZISsGKZWZfYablM33W_rR7Q&s,"(74, 40, 32)"
157,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_RIEKYNB1bfpHbNlBz6s28q5dvPaiBkDdYTkz1kmeDesQAGZzxjYAOuPJAdw&s,"(26, 13, 13)"
158,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl5TIKDxLHrw5TR52sRXRe7RgcVMymV5tv9pEX3RQ031E6yW_3KfeLLOa99vQ&s,"(234, 226, 216)"
159,vicious,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-vWGSzH63EJOhhWbpppAtu_sqijnrmKEptJ2dAvehMY673-jL6tnE3PEONaM&s,"(53, 56, 63)"
160,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsvM49_o1HMK6nIrLXoPjecK6TvPSU7VRxjlFHzxZllOr7yeJvpgrZkJyfjg&s,"(221, 211, 205)"
161,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbX4mOSL0tqqUwNwGtegLFn-QWHybpCRXtLx8NC1u9Nh1xa2rfd-BHanXMnvc&s,"(37, 32, 34)"
162,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7Dt-xdlEwxUjm6UyTHIm_uEnu-PU5lEtVpIPSToj73K-JjP9q8vXOCkv3oBk&s,"(228, 218, 205)"
163,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEcaFrVYHDNt4gIRA8m3z2135b_UarvQbkKzS8437Zf24zg3QJFJ-maWC1dQ&s,"(32, 118, 133)"
164,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTD32JikwJRonsOKEX7QmX3GvJu7OLOBjMDGk8CYjahcyzlV79Kh9pjgfjOCE4&s,"(238, 231, 222)"
165,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTo0Sxl2rmhWl4-AOnbe7FyIM_jxu520j9GTjthfwl8a9IpN_o5ejrw57eypaQ&s,"(232, 223, 215)"
166,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeaRtAexV1_oySu1VGqGn6Msl_okDkzVHokwrkbVX809th1KXc1UU0g8-0EQ&s,"(252, 210, 210)"
167,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3tWr0KEJVqwU72FrsvLKAymE6jH_zoxJnQqmR3yVG5UGqrTXRTX-_45Fv-Q&s,"(236, 226, 216)"
168,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHaTCxEsE3FgzGnhRu6jiey6slCLhvfRhIrlG4qETL2oRbyqT2HupCo-M7KQ&s,"(72, 89, 82)"
169,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRaDDfXk7iNY5TNtKAtuhPzI-NyZk6O12096COLOvI76NFNSDbe6ZP4mOnHQ&s,"(228, 224, 223)"
170,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWY2sBCdA7RhQYJMbz3qioce0jKnC2Y3iEY4ptNaderAORK0XpvV13gugo2A&s,"(231, 223, 215)"
171,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNJJ135g93ExlykSsq99Go_ITaa9dDF6q4RV-WSHUHGscPFDEqXilqCUtq6g&s,"(56, 152, 164)"
172,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqFE615XsM6t0ZP6sCjeVlF8c1IiJP5MYlyAsjPgEDmZ17FcsuCWo2HSjWd3g&s,"(74, 54, 65)"
173,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTooqO0aZuAEmIXWkJ8t8VRf8gDtsGxnQYlYbfeB7TYhgFbb3t6fpCcBhaa3AI&s,"(136, 127, 113)"
174,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsgIXYlqxkXVSRRhjwEmIF-jTR65OfASDkYNSJWriU7Mjj6AOedZ_j9WDCJA&s,"(231, 211, 200)"
175,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUnbnR59Y_Q-ACmZhHSGUpQSAFFwqIaaSax_HcSJ9HYOlQ2VQMkdwhunnloQ&s,"(200, 202, 206)"
176,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoiYDTXzcS60AEcUeWYDEkVUjxOsgmeXQBsP-HXUfUGPQGvSsiOTmq360Brw&s,"(205, 152, 92)"
177,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ7R3_qC_datCPL3VvA_GqgSng5dgdi_f0aVr2Id-IKPrD2bbMW89fM27V1w&s,"(76, 73, 59)"
178,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsGk2aT2oVpoxdA8R77J-rbyt9ElOiAMS3J61vUmcrUj4Loi93i16S9hnlRQ&s,"(29, 29, 29)"
179,weak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqEt8NNCneh9ZzS1nXuqoxA-HOSmghr3mlYV1-_50rcvE4bdmuCTz1lWva2OQ&s,"(21, 21, 21)"
180,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiUTO51B47HQPdc1l_jaABDPacGze3AswSLnrxw-MGaq_qME0CpX0G-l2fU1w&s,"(71, 75, 75)"
181,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5klIZCq1J4S97U_pASgglMXWQ1VDerDdf6AeprMQTmPE9d_2dAuetEHiJ9g&s,"(155, 210, 220)"
182,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmYZl2YSsz4wXmu3XHmC7dVK5AIpZa0qFb_EA9rfswYeOx85YvAUkinvgTcac&s,"(15, 22, 15)"
183,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqMhonIPcQqfR4GymEoGsf7BjH-ZHRNbwWLKMU2OkQAHc6S8J7XK1s2bPttA&s,"(189, 177, 169)"
184,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqb7zzlkYlZlnu3svaua_2g6rppxqKBEB_2emY3Hg2AGvL-p9GkiTDplBzRDw&s,"(32, 27, 27)"
185,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNtd5644kOSOtucHL_paqk9V05Z1WDTYSK6-mcZweUD8Ft2dApWQX8Q9TpJg&s,"(189, 205, 214)"
186,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpOoQQ9yQ9-zxHzytoUaactOqLl0F8LlGjvj4ViTtE-3jMvzFRWxkvMILtR_w&s,"(12, 11, 15)"
187,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq48hvamU91B7ad3r5S77FSFf64aP6kqjnAOZansIqK4huPExGnDaa6T4Elw&s,"(228, 225, 224)"
188,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcSIVmIwKSw8vatwBgGn2Y0xiBp_6kqA12MUYorKxmlLLl6KiVegeDa803og&s,"(30, 21, 17)"
189,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSr_R7SoxrqK0UA8SyGnbaarhxkHRn-2A9-_KeOPnztWFVyzglXhzPE4OyDQg&s,"(196, 179, 161)"
190,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiXGc-r0IA3_8szUq9tNr34sXoLRYbIKrbgZM1Tcd94paB2nmy16S8cBofvZk&s,"(203, 186, 182)"
191,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSleGbDVUq9WtJClYb6zUpKA6mxTtSCCa5D3gIP7bMvGbKaw8uQBffkNq6YDg&s,"(37, 34, 38)"
192,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvxbunyPynHe2BA0z5SkhKaU-UGc0tnc2r9fEMshgpigJP2iJEGuFfB2qfDQ&s,"(217, 186, 176)"
193,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZJSM2UevxyMgKIT16hRfAV6_Kd2ErauST1ZhLulaPP3NmsOIFfeAso9etGA&s,"(192, 131, 103)"
194,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSC7JeXmngTh81fIjym0zRrjA4oe82NVKzihuR-fwGyqycgC6YW4Jcf54kjYQ&s,"(66, 66, 71)"
195,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThaDHAVCLxTfv5WAUeoVvzDkJYERZd-TGbypjEDvcCscLqD8tnjzdDgq3FNg&s,"(158, 215, 231)"
196,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0JrI_HuidIYkhNlpY7gM6lUorjGw8fJ_L4ZIDN4xNn5dgKCEYfQyikgvCbg&s,"(21, 16, 12)"
197,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ30irvZQzkmKBgHXgbXb-XcwF0JfrKXWB3j-dcaaTqNMt7iNPsY65eVBSEZMU&s,"(228, 207, 196)"
198,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtJQHZEm_6krZrgEbM6Q84Si8VxWVfKvVOy0RIG60D2DXB8BznqCEE57uUHYU&s,"(200, 209, 205)"
199,afraid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQV3y3h1be3tUIJuosndhpCMCicrZDdZOlHroIea_MUUhuT1ko-MOjk97BSAQ&s,"(217, 225, 197)"
200,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-IAAzLwuupIiGYxDV50O-HyouumZtgyBKA2TaffdkyN_4EOpK8GI9ANGZsw&s,"(222, 201, 172)"
201,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNnoLoyInYsQDOq8ajgMNtB1VBiQLhYPTRSqG5c_NsmlcCTk_24ZvE2c8e2LA&s,"(211, 204, 201)"
202,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiBepgQigVPhnINKWGnQ3bse8heKDdcwpeVBFgu6wvAQ6UVgkyLIrA667Vgg&s,"(233, 227, 227)"
203,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbzxYGRz_bIsJBEHPnuK68KdJUKt1XwcNBCvVHfl65mt91JR9Vur3VyOALSg&s,"(61, 40, 42)"
204,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-Q4FR3G3GZ-ORLwp6EX_rDzCLpSGEzKQ6HGv14Oxz63sYFeno_V-XXcSQX2c&s,"(184, 157, 141)"
205,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8V2ECQgIGWk96TrfQEs4BX7Bv3YP0tpFrKVLU65IheegHo2yyL1NJd5bjEJc&s,"(51, 44, 39)"
206,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6K_yktWMQypDxhn_IGZjBIa6Ada6QBnb4AXxXa6CxhrcYZUIg89VnBlDedw&s,"(71, 72, 57)"
207,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTndGpNRxMqRwnWthpL95-YJ8cxlPZL4lbOvfS2J5PxiCCFcaZGNOb7zGDv2E&s,"(33, 22, 19)"
208,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFtE0vr_x8KLtHUZi8bD4KC5i9SQ4lMz2o_FSHDCLMIcepGEKFrgtGcWmWHSc&s,"(239, 223, 205)"
209,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXy4PydqdPR_BhSRhrIvAxa-VigFMLC2I57L3wHDG7FBO8Iuzkr6YAkaGmpI4&s,"(62, 54, 58)"
210,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWA7Xuspq89xAgb59bysWNlRZwB0yIwt1SjvyjzLq_JplF-ZVmBeViFkR0ow&s,"(211, 197, 189)"
211,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1pADyo5e0lvNuR8lNMyl2lgKwYgMhpxGZBDPa1Te9io8Fb4t6ZzzjHW0L0g&s,"(225, 185, 23)"
212,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmz7xrkSqz47oC0bObKRKlQQwGjp3MY1o2GRSpEVGgOH99T5-1PEuhCtcIm-I&s,"(240, 228, 224)"
213,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqC2pDDUOP45BCB1e3MQCvLPPJ00YyeMS_xLN0qOSRTfe1Gm-pdkC-4jh3NA&s,"(53, 58, 49)"
214,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR04VHGiSKjW5Baoi7mTCuP9XEkcX9aL2i_WmXKg2K0pwZDdFhXBOOWOa6Krg&s,"(123, 195, 210)"
215,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCs_iMxqBsjP1s5rwxNqIBiG0HtRdfar-F6cUw8iKZ0uEo1JzEQtrxuIu_mQ&s,"(202, 194, 187)"
216,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_LQkX6jEeG3HswoWtZH8dLHvryEvuoakpIjq_hJQE7HMmTOOT5XQ_lftG6A&s,"(109, 85, 62)"
217,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3n_jRVrQGtl19cmxTI5tlCFJaTocKkhozfjAkRhxVvmjR4ORpSdqZ0Tc7u9s&s,"(238, 202, 110)"
218,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcljE0_0vfd7IbEp7PaDn5dnyIVEAccQkeRNz1j8MTfB-9dfyBz0uwGxppJXc&s,"(109, 108, 121)"
219,baffled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqsXNERtjC0bCzgbUEEgbuVcBRufNGljKPoULn9bwF9jIA-iTTBAQ7Yo39ow&s,"(236, 185, 37)"
220,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWxfLQos06amR0uuqmBTW6Tnk6ZL8rJVjFkiqq4mD_kOt9o48TGbFfMmNiRw&s,"(230, 227, 219)"
221,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvARIaZr-HxvwOfM_SrF3RLjr5qlKJWfANgnBsN-PI0UQpaX1kMz7_Qndoa6Q&s,"(241, 202, 207)"
222,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQdEsklalh82KBdfqLBWVwFdQGGmFuURdXDTl2-GsJ4LmS8a1pW3YD9Xl58g&s,"(228, 222, 219)"
223,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAprILTLzuZE__kISK4Vq80oXmrBy-rS_iE7wanZL28pTQh3eclu0m30nl-_Y&s,"(236, 234, 232)"
224,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREAsJcX0TlY3AkWHiwsrRd_Zqm4HBqS_UhL3nXnk1TJuoTBX0QA-9tvaCfWA&s,"(179, 126, 107)"
225,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSr8I3OAm0jXo8TluYNCXhMFw0m0r-2ciGDkT1ATNzh-FZzRSrfzPimFbXsLeY&s,"(236, 235, 235)"
226,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREAT1w98TdlnU6MwDrc5DLxCplg4iC5fqxPaz9QVOYzSzaqu2XVQsRP0f77Q&s,"(236, 230, 237)"
227,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzCDPbxZP7WUMwKAITV4z8WMrToud95VhNpOrFQL0V7lpXIhHK_z8S9Ghupg&s,"(61, 55, 52)"
228,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYJTBBpOCK5O4IFBpLASHty58OSPWgMixX3b7G0qdEx95MlOIHHF6xCMB_-To&s,"(55, 37, 29)"
229,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT70em_CcjHzpkg07nfwrqmsMpIcAKTOCEu2lDnNr-ItlRjDqV_0uQXTfiR6L8&s,"(131, 158, 155)"
230,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmcNc40CEDoZ5JuYPivaap1h62YjHsQ7l4l1BkUT3NXNcyPHTjIiDJ5ERRGjs&s,"(232, 232, 232)"
231,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQl9rIvajAnVFZSgLxQ9Nqi0dGNYclOneWIAcVRSwEiHp8_BanXj-6nKbA3JpQ&s,"(117, 69, 49)"
232,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbwORXioQ9EJaRvcK3AC5es3HqDb1ADqqGOuH2lVG4mkljQYOrZjnWRj4lY5Y&s,"(234, 229, 233)"
233,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbhd7IdCbbWSK3KKwsS4YUvxEZ0fG6_LvzUETwneDRsuUg44uSNhzNHJQlT4c&s,"(225, 213, 191)"
234,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpIYeg6eCiU-rdQwvfKEL-hrLPhr7JsESk1y1i2xVXMvJbfAzSzpPw7LGhViE&s,"(237, 235, 234)"
235,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm2JPNk4u-vk4_exB_GauxeAUmCHaTWHBeWsKr6MlSjBTene6fVmVGK6zpVqQ&s,"(39, 39, 39)"
236,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcST0txye4YIAmUq0hSXfPw8ozdVFm7O9NeG4FPACfmEraV7nXaREc-SyEI0jGs&s,"(53, 54, 41)"
237,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnWcjSP6Pma7Dxj2PRuJCtP8FmWBW6jxFSmadpY4QmzetjF4MyL_qvtnxL0SI&s,"(211, 218, 208)"
238,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbai0KgtlJDgNKmWXxahbnWVg3Te6TZZzW3KWeqkUvYB0UAOWIk28wnQFFjl0&s,"(209, 219, 226)"
239,cheeky,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcZUILMeXQAAu2NmJWuliJ0E-6DLC2PhG5_ZPoMKNRu02MpPc9Drx4o-rT-AM&s,"(228, 214, 202)"
240,apathy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEhe-PakKyVBnSmP2fgDV6YJWcJ-GV6siPitai-IxSdQHdhNLAMoPak2u8JQ&s,"(141, 209, 206)"
241,apathy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGrjO89GyakkZA5-shoqzctOGcg1LHTtRQcdt8J8tAuIBc9YZ-mnw2dVU5uYs&s,"(173, 145, 109)"
242,apathy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoOeNhMkMnH1j1Wv1_uFGvMWcefvkHaM2_VRLYcHrCRVEGCKrimM-n0ITlmw&s,"(55, 55, 55)"
243,apathy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzpRmgOfY-1oqG-naG2YsiuKpyGOvR_rTMt-_ah9nl4a6sDWAN44mm0VgOX3U&s,"(23, 100, 152)"
244,apathy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTioMeRZZiJ1d01kCweYtmxrrDlqCdjDkIAChS41jG8L5iaGbqPbtXeONxzUw&s,"(177, 187, 206)"
245,apathy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7BFVT17PSpzyfhf5eAFalKhjnSpnOEChEKo6P7C24xWIja9EVv5rsu-kg6tI&s,"(6, 69, 95)"
246,apathy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXxQWTY_qyCZJWvpNAnBMqbCwbwDy_mYNaEnMfT-QnFUKrmNqDZrg6h-vXoRs&s,"(230, 185, 179)"
